id,date,country,store,product,num_sold
44226,07/05/2011,Italy,Stickers for Less,Kaggle,1412
44227,07/05/2011,Italy,Stickers for Less,Kaggle Tiers,962
44228,07/05/2011,Italy,Stickers for Less,Kerneler,461
44229,07/05/2011,Italy,Stickers for Less,Kerneler Dark Mode,822
44230,07/05/2011,Italy,Premium Sticker Mart,Holographic Goose,203
44231,07/05/2011,Italy,Premium Sticker Mart,Kaggle,1517
44232,07/05/2011,Italy,Premium Sticker Mart,Kaggle Tiers,1229
44233,07/05/2011,Italy,Premium Sticker Mart,Kerneler,579
44234,07/05/2011,Italy,Premium Sticker Mart,Kerneler Dark Mode,957
44235,07/05/2011,Kenya,Discount Stickers,Holographic Goose,
44236,07/05/2011,Kenya,Discount Stickers,Kaggle,18
44237,07/05/2011,Kenya,Discount Stickers,Kaggle Tiers,14
44238,07/05/2011,Kenya,Discount Stickers,Kerneler,6
44239,07/05/2011,Kenya,Discount Stickers,Kerneler Dark Mode,10
44240,07/05/2011,Kenya,Stickers for Less,Holographic Goose,
44241,07/05/2011,Kenya,Stickers for Less,Kaggle,37
44242,07/05/2011,Kenya,Stickers for Less,Kaggle Tiers,30
44243,07/05/2011,Kenya,Stickers for Less,Kerneler,13
44244,07/05/2011,Kenya,Stickers for Less,Kerneler Dark Mode,20
44245,07/05/2011,Kenya,Premium Sticker Mart,Holographic Goose,5
44246,07/05/2011,Kenya,Premium Sticker Mart,Kaggle,45
44247,07/05/2011,Kenya,Premium Sticker Mart,Kaggle Tiers,34
44248,07/05/2011,Kenya,Premium Sticker Mart,Kerneler,15
44249,07/05/2011,Kenya,Premium Sticker Mart,Kerneler Dark Mode,24
44250,07/05/2011,Norway,Discount Stickers,Holographic Goose,219
44251,07/05/2011,Norway,Discount Stickers,Kaggle,1765
44252,07/05/2011,Norway,Discount Stickers,Kaggle Tiers,1357
44253,07/05/2011,Norway,Discount Stickers,Kerneler,724
44254,07/05/2011,Norway,Discount Stickers,Kerneler Dark Mode,959
44255,07/05/2011,Norway,Stickers for Less,Holographic Goose,433
44256,07/05/2011,Norway,Stickers for Less,Kaggle,3766
44257,07/05/2011,Norway,Stickers for Less,Kaggle Tiers,2746
44258,07/05/2011,Norway,Stickers for Less,Kerneler,1398
44259,07/05/2011,Norway,Stickers for Less,Kerneler Dark Mode,2258
44260,07/05/2011,Norway,Premium Sticker Mart,Holographic Goose,530
44261,07/05/2011,Norway,Premium Sticker Mart,Kaggle,4864
44262,07/05/2011,Norway,Premium Sticker Mart,Kaggle Tiers,3416
44263,07/05/2011,Norway,Premium Sticker Mart,Kerneler,1539
44264,07/05/2011,Norway,Premium Sticker Mart,Kerneler Dark Mode,2570
44265,07/05/2011,Singapore,Discount Stickers,Holographic Goose,120
44266,07/05/2011,Singapore,Discount Stickers,Kaggle,1085
44267,07/05/2011,Singapore,Discount Stickers,Kaggle Tiers,790
44268,07/05/2011,Singapore,Discount Stickers,Kerneler,351
44269,07/05/2011,Singapore,Discount Stickers,Kerneler Dark Mode,572
44270,07/05/2011,Singapore,Stickers for Less,Holographic Goose,240
44271,07/05/2011,Singapore,Stickers for Less,Kaggle,2065
44272,07/05/2011,Singapore,Stickers for Less,Kaggle Tiers,1628
44273,07/05/2011,Singapore,Stickers for Less,Kerneler,713
44274,07/05/2011,Singapore,Stickers for Less,Kerneler Dark Mode,1192
44275,07/05/2011,Singapore,Premium Sticker Mart,Holographic Goose,303
44276,07/05/2011,Singapore,Premium Sticker Mart,Kaggle,2351
44277,07/05/2011,Singapore,Premium Sticker Mart,Kaggle Tiers,1957
44278,07/05/2011,Singapore,Premium Sticker Mart,Kerneler,857
44279,07/05/2011,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1483
44280,08/05/2011,Canada,Discount Stickers,Holographic Goose,
44281,08/05/2011,Canada,Discount Stickers,Kaggle,1024
44282,08/05/2011,Canada,Discount Stickers,Kaggle Tiers,743
44283,08/05/2011,Canada,Discount Stickers,Kerneler,365
44284,08/05/2011,Canada,Discount Stickers,Kerneler Dark Mode,580
44285,08/05/2011,Canada,Stickers for Less,Holographic Goose,254
44286,08/05/2011,Canada,Stickers for Less,Kaggle,1936
44287,08/05/2011,Canada,Stickers for Less,Kaggle Tiers,1630
44288,08/05/2011,Canada,Stickers for Less,Kerneler,670
44289,08/05/2011,Canada,Stickers for Less,Kerneler Dark Mode,1132
44290,08/05/2011,Canada,Premium Sticker Mart,Holographic Goose,291
44291,08/05/2011,Canada,Premium Sticker Mart,Kaggle,2429
44292,08/05/2011,Canada,Premium Sticker Mart,Kaggle Tiers,1772
44293,08/05/2011,Canada,Premium Sticker Mart,Kerneler,830
44294,08/05/2011,Canada,Premium Sticker Mart,Kerneler Dark Mode,1274
44295,08/05/2011,Finland,Discount Stickers,Holographic Goose,127
44296,08/05/2011,Finland,Discount Stickers,Kaggle,985
44297,08/05/2011,Finland,Discount Stickers,Kaggle Tiers,756
44298,08/05/2011,Finland,Discount Stickers,Kerneler,334
44299,08/05/2011,Finland,Discount Stickers,Kerneler Dark Mode,577
44300,08/05/2011,Finland,Stickers for Less,Holographic Goose,224
44301,08/05/2011,Finland,Stickers for Less,Kaggle,1914
44302,08/05/2011,Finland,Stickers for Less,Kaggle Tiers,1454
44303,08/05/2011,Finland,Stickers for Less,Kerneler,744
44304,08/05/2011,Finland,Stickers for Less,Kerneler Dark Mode,1091
44305,08/05/2011,Finland,Premium Sticker Mart,Holographic Goose,284
44306,08/05/2011,Finland,Premium Sticker Mart,Kaggle,2324
44307,08/05/2011,Finland,Premium Sticker Mart,Kaggle Tiers,1791
44308,08/05/2011,Finland,Premium Sticker Mart,Kerneler,816
44309,08/05/2011,Finland,Premium Sticker Mart,Kerneler Dark Mode,1230
44310,08/05/2011,Italy,Discount Stickers,Holographic Goose,92
44311,08/05/2011,Italy,Discount Stickers,Kaggle,696
44312,08/05/2011,Italy,Discount Stickers,Kaggle Tiers,584
44313,08/05/2011,Italy,Discount Stickers,Kerneler,259
44314,08/05/2011,Italy,Discount Stickers,Kerneler Dark Mode,421
44315,08/05/2011,Italy,Stickers for Less,Holographic Goose,192
44316,08/05/2011,Italy,Stickers for Less,Kaggle,1490
44317,08/05/2011,Italy,Stickers for Less,Kaggle Tiers,1128
44318,08/05/2011,Italy,Stickers for Less,Kerneler,496
44319,08/05/2011,Italy,Stickers for Less,Kerneler Dark Mode,877
44320,08/05/2011,Italy,Premium Sticker Mart,Holographic Goose,198
44321,08/05/2011,Italy,Premium Sticker Mart,Kaggle,1713
44322,08/05/2011,Italy,Premium Sticker Mart,Kaggle Tiers,1432
44323,08/05/2011,Italy,Premium Sticker Mart,Kerneler,674
44324,08/05/2011,Italy,Premium Sticker Mart,Kerneler Dark Mode,1031
44325,08/05/2011,Kenya,Discount Stickers,Holographic Goose,
44326,08/05/2011,Kenya,Discount Stickers,Kaggle,18
44327,08/05/2011,Kenya,Discount Stickers,Kaggle Tiers,16
44328,08/05/2011,Kenya,Discount Stickers,Kerneler,6
44329,08/05/2011,Kenya,Discount Stickers,Kerneler Dark Mode,12
44330,08/05/2011,Kenya,Stickers for Less,Holographic Goose,5
44331,08/05/2011,Kenya,Stickers for Less,Kaggle,43
44332,08/05/2011,Kenya,Stickers for Less,Kaggle Tiers,28
44333,08/05/2011,Kenya,Stickers for Less,Kerneler,14
44334,08/05/2011,Kenya,Stickers for Less,Kerneler Dark Mode,20
44335,08/05/2011,Kenya,Premium Sticker Mart,Holographic Goose,5
44336,08/05/2011,Kenya,Premium Sticker Mart,Kaggle,46
44337,08/05/2011,Kenya,Premium Sticker Mart,Kaggle Tiers,36
44338,08/05/2011,Kenya,Premium Sticker Mart,Kerneler,16
44339,08/05/2011,Kenya,Premium Sticker Mart,Kerneler Dark Mode,28
44340,08/05/2011,Norway,Discount Stickers,Holographic Goose,220
44341,08/05/2011,Norway,Discount Stickers,Kaggle,1957
44342,08/05/2011,Norway,Discount Stickers,Kaggle Tiers,1512
44343,08/05/2011,Norway,Discount Stickers,Kerneler,686
44344,08/05/2011,Norway,Discount Stickers,Kerneler Dark Mode,1112
44345,08/05/2011,Norway,Stickers for Less,Holographic Goose,496
44346,08/05/2011,Norway,Stickers for Less,Kaggle,3810
44347,08/05/2011,Norway,Stickers for Less,Kaggle Tiers,2901
44348,08/05/2011,Norway,Stickers for Less,Kerneler,1288
44349,08/05/2011,Norway,Stickers for Less,Kerneler Dark Mode,2265
44350,08/05/2011,Norway,Premium Sticker Mart,Holographic Goose,540
44351,08/05/2011,Norway,Premium Sticker Mart,Kaggle,4680
44352,08/05/2011,Norway,Premium Sticker Mart,Kaggle Tiers,3494
44353,08/05/2011,Norway,Premium Sticker Mart,Kerneler,1665
44354,08/05/2011,Norway,Premium Sticker Mart,Kerneler Dark Mode,2628
44355,08/05/2011,Singapore,Discount Stickers,Holographic Goose,138
44356,08/05/2011,Singapore,Discount Stickers,Kaggle,1017
44357,08/05/2011,Singapore,Discount Stickers,Kaggle Tiers,907
44358,08/05/2011,Singapore,Discount Stickers,Kerneler,408
44359,08/05/2011,Singapore,Discount Stickers,Kerneler Dark Mode,668
44360,08/05/2011,Singapore,Stickers for Less,Holographic Goose,287
44361,08/05/2011,Singapore,Stickers for Less,Kaggle,2209
44362,08/05/2011,Singapore,Stickers for Less,Kaggle Tiers,1897
44363,08/05/2011,Singapore,Stickers for Less,Kerneler,821
44364,08/05/2011,Singapore,Stickers for Less,Kerneler Dark Mode,1357
44365,08/05/2011,Singapore,Premium Sticker Mart,Holographic Goose,306
44366,08/05/2011,Singapore,Premium Sticker Mart,Kaggle,2703
44367,08/05/2011,Singapore,Premium Sticker Mart,Kaggle Tiers,1960
44368,08/05/2011,Singapore,Premium Sticker Mart,Kerneler,968
44369,08/05/2011,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1489
44370,09/05/2011,Canada,Discount Stickers,Holographic Goose,
44371,09/05/2011,Canada,Discount Stickers,Kaggle,705
44372,09/05/2011,Canada,Discount Stickers,Kaggle Tiers,598
44373,09/05/2011,Canada,Discount Stickers,Kerneler,293
44374,09/05/2011,Canada,Discount Stickers,Kerneler Dark Mode,486
44375,09/05/2011,Canada,Stickers for Less,Holographic Goose,207
44376,09/05/2011,Canada,Stickers for Less,Kaggle,1468
44377,09/05/2011,Canada,Stickers for Less,Kaggle Tiers,1184
44378,09/05/2011,Canada,Stickers for Less,Kerneler,578
44379,09/05/2011,Canada,Stickers for Less,Kerneler Dark Mode,895
44380,09/05/2011,Canada,Premium Sticker Mart,Holographic Goose,231
44381,09/05/2011,Canada,Premium Sticker Mart,Kaggle,1824
44382,09/05/2011,Canada,Premium Sticker Mart,Kaggle Tiers,1427
44383,09/05/2011,Canada,Premium Sticker Mart,Kerneler,684
44384,09/05/2011,Canada,Premium Sticker Mart,Kerneler Dark Mode,1067
44385,09/05/2011,Finland,Discount Stickers,Holographic Goose,87
44386,09/05/2011,Finland,Discount Stickers,Kaggle,752
44387,09/05/2011,Finland,Discount Stickers,Kaggle Tiers,546
44388,09/05/2011,Finland,Discount Stickers,Kerneler,293
44389,09/05/2011,Finland,Discount Stickers,Kerneler Dark Mode,470
44390,09/05/2011,Finland,Stickers for Less,Holographic Goose,197
44391,09/05/2011,Finland,Stickers for Less,Kaggle,1590
44392,09/05/2011,Finland,Stickers for Less,Kaggle Tiers,1159
44393,09/05/2011,Finland,Stickers for Less,Kerneler,584
44394,09/05/2011,Finland,Stickers for Less,Kerneler Dark Mode,893
44395,09/05/2011,Finland,Premium Sticker Mart,Holographic Goose,240
44396,09/05/2011,Finland,Premium Sticker Mart,Kaggle,1792
44397,09/05/2011,Finland,Premium Sticker Mart,Kaggle Tiers,1436
44398,09/05/2011,Finland,Premium Sticker Mart,Kerneler,620
44399,09/05/2011,Finland,Premium Sticker Mart,Kerneler Dark Mode,1162
44400,09/05/2011,Italy,Discount Stickers,Holographic Goose,69
44401,09/05/2011,Italy,Discount Stickers,Kaggle,557
44402,09/05/2011,Italy,Discount Stickers,Kaggle Tiers,389
44403,09/05/2011,Italy,Discount Stickers,Kerneler,197
44404,09/05/2011,Italy,Discount Stickers,Kerneler Dark Mode,340
44405,09/05/2011,Italy,Stickers for Less,Holographic Goose,145
44406,09/05/2011,Italy,Stickers for Less,Kaggle,1114
44407,09/05/2011,Italy,Stickers for Less,Kaggle Tiers,962
44408,09/05/2011,Italy,Stickers for Less,Kerneler,454
44409,09/05/2011,Italy,Stickers for Less,Kerneler Dark Mode,662
44410,09/05/2011,Italy,Premium Sticker Mart,Holographic Goose,165
44411,09/05/2011,Italy,Premium Sticker Mart,Kaggle,1235
44412,09/05/2011,Italy,Premium Sticker Mart,Kaggle Tiers,970
44413,09/05/2011,Italy,Premium Sticker Mart,Kerneler,520
44414,09/05/2011,Italy,Premium Sticker Mart,Kerneler Dark Mode,810
44415,09/05/2011,Kenya,Discount Stickers,Holographic Goose,
44416,09/05/2011,Kenya,Discount Stickers,Kaggle,15
44417,09/05/2011,Kenya,Discount Stickers,Kaggle Tiers,11
44418,09/05/2011,Kenya,Discount Stickers,Kerneler,5
44419,09/05/2011,Kenya,Discount Stickers,Kerneler Dark Mode,8
44420,09/05/2011,Kenya,Stickers for Less,Holographic Goose,
44421,09/05/2011,Kenya,Stickers for Less,Kaggle,31
44422,09/05/2011,Kenya,Stickers for Less,Kaggle Tiers,24
44423,09/05/2011,Kenya,Stickers for Less,Kerneler,10
44424,09/05/2011,Kenya,Stickers for Less,Kerneler Dark Mode,17
44425,09/05/2011,Kenya,Premium Sticker Mart,Holographic Goose,
44426,09/05/2011,Kenya,Premium Sticker Mart,Kaggle,34
44427,09/05/2011,Kenya,Premium Sticker Mart,Kaggle Tiers,24
44428,09/05/2011,Kenya,Premium Sticker Mart,Kerneler,14
44429,09/05/2011,Kenya,Premium Sticker Mart,Kerneler Dark Mode,22
44430,09/05/2011,Norway,Discount Stickers,Holographic Goose,179
44431,09/05/2011,Norway,Discount Stickers,Kaggle,1465
44432,09/05/2011,Norway,Discount Stickers,Kaggle Tiers,1097
44433,09/05/2011,Norway,Discount Stickers,Kerneler,590
44434,09/05/2011,Norway,Discount Stickers,Kerneler Dark Mode,835
44435,09/05/2011,Norway,Stickers for Less,Holographic Goose,375
44436,09/05/2011,Norway,Stickers for Less,Kaggle,3307
44437,09/05/2011,Norway,Stickers for Less,Kaggle Tiers,2268
44438,09/05/2011,Norway,Stickers for Less,Kerneler,1158
44439,09/05/2011,Norway,Stickers for Less,Kerneler Dark Mode,1867
44440,09/05/2011,Norway,Premium Sticker Mart,Holographic Goose,402
44441,09/05/2011,Norway,Premium Sticker Mart,Kaggle,3721
44442,09/05/2011,Norway,Premium Sticker Mart,Kaggle Tiers,2674
44443,09/05/2011,Norway,Premium Sticker Mart,Kerneler,1311
44444,09/05/2011,Norway,Premium Sticker Mart,Kerneler Dark Mode,2073
44445,09/05/2011,Singapore,Discount Stickers,Holographic Goose,105
44446,09/05/2011,Singapore,Discount Stickers,Kaggle,798
44447,09/05/2011,Singapore,Discount Stickers,Kaggle Tiers,617
44448,09/05/2011,Singapore,Discount Stickers,Kerneler,314
44449,09/05/2011,Singapore,Discount Stickers,Kerneler Dark Mode,510
44450,09/05/2011,Singapore,Stickers for Less,Holographic Goose,196
44451,09/05/2011,Singapore,Stickers for Less,Kaggle,1732
44452,09/05/2011,Singapore,Stickers for Less,Kaggle Tiers,1354
44453,09/05/2011,Singapore,Stickers for Less,Kerneler,630
44454,09/05/2011,Singapore,Stickers for Less,Kerneler Dark Mode,1001
44455,09/05/2011,Singapore,Premium Sticker Mart,Holographic Goose,246
44456,09/05/2011,Singapore,Premium Sticker Mart,Kaggle,1984
44457,09/05/2011,Singapore,Premium Sticker Mart,Kaggle Tiers,1479
44458,09/05/2011,Singapore,Premium Sticker Mart,Kerneler,719
44459,09/05/2011,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1152
44460,10/05/2011,Canada,Discount Stickers,Holographic Goose,
44461,10/05/2011,Canada,Discount Stickers,Kaggle,788
44462,10/05/2011,Canada,Discount Stickers,Kaggle Tiers,585
44463,10/05/2011,Canada,Discount Stickers,Kerneler,285
44464,10/05/2011,Canada,Discount Stickers,Kerneler Dark Mode,444
44465,10/05/2011,Canada,Stickers for Less,Holographic Goose,207
44466,10/05/2011,Canada,Stickers for Less,Kaggle,1680
44467,10/05/2011,Canada,Stickers for Less,Kaggle Tiers,1217
44468,10/05/2011,Canada,Stickers for Less,Kerneler,574
44469,10/05/2011,Canada,Stickers for Less,Kerneler Dark Mode,947
44470,10/05/2011,Canada,Premium Sticker Mart,Holographic Goose,250
44471,10/05/2011,Canada,Premium Sticker Mart,Kaggle,1911
44472,10/05/2011,Canada,Premium Sticker Mart,Kaggle Tiers,1495
44473,10/05/2011,Canada,Premium Sticker Mart,Kerneler,691
44474,10/05/2011,Canada,Premium Sticker Mart,Kerneler Dark Mode,1068
44475,10/05/2011,Finland,Discount Stickers,Holographic Goose,92
44476,10/05/2011,Finland,Discount Stickers,Kaggle,780
44477,10/05/2011,Finland,Discount Stickers,Kaggle Tiers,534
44478,10/05/2011,Finland,Discount Stickers,Kerneler,280
44479,10/05/2011,Finland,Discount Stickers,Kerneler Dark Mode,459
44480,10/05/2011,Finland,Stickers for Less,Holographic Goose,182
44481,10/05/2011,Finland,Stickers for Less,Kaggle,1573
44482,10/05/2011,Finland,Stickers for Less,Kaggle Tiers,1125
44483,10/05/2011,Finland,Stickers for Less,Kerneler,566
44484,10/05/2011,Finland,Stickers for Less,Kerneler Dark Mode,974
44485,10/05/2011,Finland,Premium Sticker Mart,Holographic Goose,233
44486,10/05/2011,Finland,Premium Sticker Mart,Kaggle,1800
44487,10/05/2011,Finland,Premium Sticker Mart,Kaggle Tiers,1499
44488,10/05/2011,Finland,Premium Sticker Mart,Kerneler,703
44489,10/05/2011,Finland,Premium Sticker Mart,Kerneler Dark Mode,1061
44490,10/05/2011,Italy,Discount Stickers,Holographic Goose,65
44491,10/05/2011,Italy,Discount Stickers,Kaggle,561
44492,10/05/2011,Italy,Discount Stickers,Kaggle Tiers,443
44493,10/05/2011,Italy,Discount Stickers,Kerneler,217
44494,10/05/2011,Italy,Discount Stickers,Kerneler Dark Mode,342
44495,10/05/2011,Italy,Stickers for Less,Holographic Goose,150
44496,10/05/2011,Italy,Stickers for Less,Kaggle,1138
44497,10/05/2011,Italy,Stickers for Less,Kaggle Tiers,920
44498,10/05/2011,Italy,Stickers for Less,Kerneler,447
44499,10/05/2011,Italy,Stickers for Less,Kerneler Dark Mode,645
44500,10/05/2011,Italy,Premium Sticker Mart,Holographic Goose,162
44501,10/05/2011,Italy,Premium Sticker Mart,Kaggle,1485
44502,10/05/2011,Italy,Premium Sticker Mart,Kaggle Tiers,948
44503,10/05/2011,Italy,Premium Sticker Mart,Kerneler,498
44504,10/05/2011,Italy,Premium Sticker Mart,Kerneler Dark Mode,823
44505,10/05/2011,Kenya,Discount Stickers,Holographic Goose,
44506,10/05/2011,Kenya,Discount Stickers,Kaggle,14
44507,10/05/2011,Kenya,Discount Stickers,Kaggle Tiers,10
44508,10/05/2011,Kenya,Discount Stickers,Kerneler,5
44509,10/05/2011,Kenya,Discount Stickers,Kerneler Dark Mode,8
44510,10/05/2011,Kenya,Stickers for Less,Holographic Goose,
44511,10/05/2011,Kenya,Stickers for Less,Kaggle,29
44512,10/05/2011,Kenya,Stickers for Less,Kaggle Tiers,22
44513,10/05/2011,Kenya,Stickers for Less,Kerneler,10
44514,10/05/2011,Kenya,Stickers for Less,Kerneler Dark Mode,17
44515,10/05/2011,Kenya,Premium Sticker Mart,Holographic Goose,
44516,10/05/2011,Kenya,Premium Sticker Mart,Kaggle,35
44517,10/05/2011,Kenya,Premium Sticker Mart,Kaggle Tiers,26
44518,10/05/2011,Kenya,Premium Sticker Mart,Kerneler,12
44519,10/05/2011,Kenya,Premium Sticker Mart,Kerneler Dark Mode,19
44520,10/05/2011,Norway,Discount Stickers,Holographic Goose,192
44521,10/05/2011,Norway,Discount Stickers,Kaggle,1373
44522,10/05/2011,Norway,Discount Stickers,Kaggle Tiers,1102
44523,10/05/2011,Norway,Discount Stickers,Kerneler,546
44524,10/05/2011,Norway,Discount Stickers,Kerneler Dark Mode,948
44525,10/05/2011,Norway,Stickers for Less,Holographic Goose,394
44526,10/05/2011,Norway,Stickers for Less,Kaggle,2854
44527,10/05/2011,Norway,Stickers for Less,Kaggle Tiers,2270
44528,10/05/2011,Norway,Stickers for Less,Kerneler,1171
44529,10/05/2011,Norway,Stickers for Less,Kerneler Dark Mode,1830
44530,10/05/2011,Norway,Premium Sticker Mart,Holographic Goose,446
44531,10/05/2011,Norway,Premium Sticker Mart,Kaggle,3719
44532,10/05/2011,Norway,Premium Sticker Mart,Kaggle Tiers,2899
44533,10/05/2011,Norway,Premium Sticker Mart,Kerneler,1374
44534,10/05/2011,Norway,Premium Sticker Mart,Kerneler Dark Mode,2007
44535,10/05/2011,Singapore,Discount Stickers,Holographic Goose,93
44536,10/05/2011,Singapore,Discount Stickers,Kaggle,794
44537,10/05/2011,Singapore,Discount Stickers,Kaggle Tiers,599
44538,10/05/2011,Singapore,Discount Stickers,Kerneler,302
44539,10/05/2011,Singapore,Discount Stickers,Kerneler Dark Mode,498
44540,10/05/2011,Singapore,Stickers for Less,Holographic Goose,198
44541,10/05/2011,Singapore,Stickers for Less,Kaggle,1704
44542,10/05/2011,Singapore,Stickers for Less,Kaggle Tiers,1224
44543,10/05/2011,Singapore,Stickers for Less,Kerneler,657
44544,10/05/2011,Singapore,Stickers for Less,Kerneler Dark Mode,963
44545,10/05/2011,Singapore,Premium Sticker Mart,Holographic Goose,221
44546,10/05/2011,Singapore,Premium Sticker Mart,Kaggle,1946
44547,10/05/2011,Singapore,Premium Sticker Mart,Kaggle Tiers,1683
44548,10/05/2011,Singapore,Premium Sticker Mart,Kerneler,696
44549,10/05/2011,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1174
44550,11/05/2011,Canada,Discount Stickers,Holographic Goose,
44551,11/05/2011,Canada,Discount Stickers,Kaggle,802
44552,11/05/2011,Canada,Discount Stickers,Kaggle Tiers,556
44553,11/05/2011,Canada,Discount Stickers,Kerneler,295
44554,11/05/2011,Canada,Discount Stickers,Kerneler Dark Mode,492
44555,11/05/2011,Canada,Stickers for Less,Holographic Goose,
44556,11/05/2011,Canada,Stickers for Less,Kaggle,1569
44557,11/05/2011,Canada,Stickers for Less,Kaggle Tiers,1162
44558,11/05/2011,Canada,Stickers for Less,Kerneler,600
44559,11/05/2011,Canada,Stickers for Less,Kerneler Dark Mode,867
44560,11/05/2011,Canada,Premium Sticker Mart,Holographic Goose,224
44561,11/05/2011,Canada,Premium Sticker Mart,Kaggle,1644
44562,11/05/2011,Canada,Premium Sticker Mart,Kaggle Tiers,1515
44563,11/05/2011,Canada,Premium Sticker Mart,Kerneler,745
44564,11/05/2011,Canada,Premium Sticker Mart,Kerneler Dark Mode,1049
44565,11/05/2011,Finland,Discount Stickers,Holographic Goose,88
44566,11/05/2011,Finland,Discount Stickers,Kaggle,788
44567,11/05/2011,Finland,Discount Stickers,Kaggle Tiers,558
44568,11/05/2011,Finland,Discount Stickers,Kerneler,288
44569,11/05/2011,Finland,Discount Stickers,Kerneler Dark Mode,442
44570,11/05/2011,Finland,Stickers for Less,Holographic Goose,197
44571,11/05/2011,Finland,Stickers for Less,Kaggle,1634
44572,11/05/2011,Finland,Stickers for Less,Kaggle Tiers,1218
44573,11/05/2011,Finland,Stickers for Less,Kerneler,575
44574,11/05/2011,Finland,Stickers for Less,Kerneler Dark Mode,873
44575,11/05/2011,Finland,Premium Sticker Mart,Holographic Goose,202
44576,11/05/2011,Finland,Premium Sticker Mart,Kaggle,1871
44577,11/05/2011,Finland,Premium Sticker Mart,Kaggle Tiers,1289
44578,11/05/2011,Finland,Premium Sticker Mart,Kerneler,691
44579,11/05/2011,Finland,Premium Sticker Mart,Kerneler Dark Mode,1139
44580,11/05/2011,Italy,Discount Stickers,Holographic Goose,70
44581,11/05/2011,Italy,Discount Stickers,Kaggle,516
44582,11/05/2011,Italy,Discount Stickers,Kaggle Tiers,464
44583,11/05/2011,Italy,Discount Stickers,Kerneler,194
44584,11/05/2011,Italy,Discount Stickers,Kerneler Dark Mode,335
44585,11/05/2011,Italy,Stickers for Less,Holographic Goose,139
44586,11/05/2011,Italy,Stickers for Less,Kaggle,1093
44587,11/05/2011,Italy,Stickers for Less,Kaggle Tiers,868
44588,11/05/2011,Italy,Stickers for Less,Kerneler,432
44589,11/05/2011,Italy,Stickers for Less,Kerneler Dark Mode,639
44590,11/05/2011,Italy,Premium Sticker Mart,Holographic Goose,161
44591,11/05/2011,Italy,Premium Sticker Mart,Kaggle,1373
44592,11/05/2011,Italy,Premium Sticker Mart,Kaggle Tiers,979
44593,11/05/2011,Italy,Premium Sticker Mart,Kerneler,515
44594,11/05/2011,Italy,Premium Sticker Mart,Kerneler Dark Mode,746
44595,11/05/2011,Kenya,Discount Stickers,Holographic Goose,
44596,11/05/2011,Kenya,Discount Stickers,Kaggle,16
44597,11/05/2011,Kenya,Discount Stickers,Kaggle Tiers,12
44598,11/05/2011,Kenya,Discount Stickers,Kerneler,5
44599,11/05/2011,Kenya,Discount Stickers,Kerneler Dark Mode,8
44600,11/05/2011,Kenya,Stickers for Less,Holographic Goose,
44601,11/05/2011,Kenya,Stickers for Less,Kaggle,28
44602,11/05/2011,Kenya,Stickers for Less,Kaggle Tiers,23
44603,11/05/2011,Kenya,Stickers for Less,Kerneler,11
44604,11/05/2011,Kenya,Stickers for Less,Kerneler Dark Mode,17
44605,11/05/2011,Kenya,Premium Sticker Mart,Holographic Goose,
44606,11/05/2011,Kenya,Premium Sticker Mart,Kaggle,36
44607,11/05/2011,Kenya,Premium Sticker Mart,Kaggle Tiers,26
44608,11/05/2011,Kenya,Premium Sticker Mart,Kerneler,12
44609,11/05/2011,Kenya,Premium Sticker Mart,Kerneler Dark Mode,19
44610,11/05/2011,Norway,Discount Stickers,Holographic Goose,182
44611,11/05/2011,Norway,Discount Stickers,Kaggle,1304
44612,11/05/2011,Norway,Discount Stickers,Kaggle Tiers,1213
44613,11/05/2011,Norway,Discount Stickers,Kerneler,553
44614,11/05/2011,Norway,Discount Stickers,Kerneler Dark Mode,807
44615,11/05/2011,Norway,Stickers for Less,Holographic Goose,347
44616,11/05/2011,Norway,Stickers for Less,Kaggle,2928
44617,11/05/2011,Norway,Stickers for Less,Kaggle Tiers,2371
44618,11/05/2011,Norway,Stickers for Less,Kerneler,1041
44619,11/05/2011,Norway,Stickers for Less,Kerneler Dark Mode,1776
44620,11/05/2011,Norway,Premium Sticker Mart,Holographic Goose,431
44621,11/05/2011,Norway,Premium Sticker Mart,Kaggle,3337
44622,11/05/2011,Norway,Premium Sticker Mart,Kaggle Tiers,2669
44623,11/05/2011,Norway,Premium Sticker Mart,Kerneler,1252
44624,11/05/2011,Norway,Premium Sticker Mart,Kerneler Dark Mode,2300
44625,11/05/2011,Singapore,Discount Stickers,Holographic Goose,101
44626,11/05/2011,Singapore,Discount Stickers,Kaggle,785
44627,11/05/2011,Singapore,Discount Stickers,Kaggle Tiers,602
44628,11/05/2011,Singapore,Discount Stickers,Kerneler,305
44629,11/05/2011,Singapore,Discount Stickers,Kerneler Dark Mode,482
44630,11/05/2011,Singapore,Stickers for Less,Holographic Goose,193
44631,11/05/2011,Singapore,Stickers for Less,Kaggle,1658
44632,11/05/2011,Singapore,Stickers for Less,Kaggle Tiers,1111
44633,11/05/2011,Singapore,Stickers for Less,Kerneler,586
44634,11/05/2011,Singapore,Stickers for Less,Kerneler Dark Mode,1000
44635,11/05/2011,Singapore,Premium Sticker Mart,Holographic Goose,228
